Player,GP,MIN,FG,3FG,FT,OR,TR,AST,TO,STL,BLK,PF,PTS,Rating,Win %,PD,MVP Votes
Zhuge Chuxiong,0.9090909090909091,32.6,7.6,0.9,2.7,1.6,7.7,1.8,1.2,0.4,0.2,3.6,18.9,15.6,0.318,-55.0,0
Artaxerxis Tzougkarakis,0.9545454545454546,35.6,7.9,0.4,2.7,3.5,14.2,1.3,1.9,0.7,0.7,1.8,18.9,18.3,0.591,279.0,27
Lester Riggs,0.6818181818181818,38.3,7.7,0.7,2.6,3.3,13.3,0.5,1.9,0.7,1.1,3.3,18.8,17.9,0.545,115.0,0
Denis Borisenko,0.9545454545454546,38.9,8.4,0.3,1.5,4.5,15.1,1.2,1.9,0.6,0.4,1.7,18.7,17.5,0.545,152.0,2
Ma Thien Duc,1.0,37.4,7.2,1.7,2.1,0.5,2.7,4.0,1.1,1.2,0.2,1.2,18.2,16.5,0.545,186.0,0
Greg Lackey,0.7272727272727273,28.2,6.8,0.2,4.2,2.0,7.9,2.5,1.5,0.9,0.6,2.9,18.1,18.3,0.682,222.0,0
Diego Botache,1.0,35.1,7.0,1.7,2.3,0.9,3.9,2.8,1.0,1.0,0.1,1.7,17.9,16.5,0.545,186.0,0
Victor Bales,1.0,39.7,7.3,0.7,2.5,1.0,4.1,5.3,1.1,1.6,0.5,3.0,17.8,17.7,0.773,551.0,107
Carlos CÃ¡mpoy,0.9090909090909091,36.8,7.2,1.5,1.6,1.3,5.4,3.0,0.9,1.2,0.4,1.6,17.5,16.7,0.545,115.0,0
Nicola Bigaglia,1.0,32.9,7.2,0.9,2.2,1.3,6.2,2.4,1.0,0.6,0.4,2.9,17.4,15.9,0.5,96.0,0
Michal DrdlÃ­k,0.7272727272727273,37.2,6.4,1.7,2.8,1.2,3.6,2.2,2.2,1.2,0.2,1.5,17.3,13.6,0.045,-1201.0,0
Neil Purcell,1.0,40.1,6.8,0.9,2.8,1.0,3.3,4.0,1.2,0.9,0.3,3.1,17.3,17.3,0.773,351.0,1
Chung Nam Hoang,0.8636363636363636,38.6,7.3,0.2,2.2,3.9,16.4,2.2,2.2,0.5,0.7,1.2,16.9,16.9,0.591,238.0,0
Chan Maohai,0.7727272727272727,33.9,6.5,1.4,2.5,0.9,4.4,4.2,0.9,1.3,0.3,2.1,16.8,16.7,0.545,186.0,0
Dion Jackson,0.8636363636363636,34.0,6.8,0.8,2.2,1.9,7.1,2.7,1.1,1.0,1.0,0.8,16.6,17.8,0.545,149.0,0
Douglas Worthington,0.8181818181818182,41.2,6.6,1.1,2.3,2.1,7.6,3.8,1.1,1.2,0.8,1.2,16.6,16.6,0.591,44.0,0
Ted Delacruz,0.7727272727272727,32.6,6.5,1.3,2.1,1.1,4.6,4.1,0.6,1.2,0.8,0.6,16.4,16.8,0.409,-113.0,0
Ferhat GÃ¼rer,0.7727272727272727,42.2,6.1,1.8,2.4,0.7,4.2,4.4,1.9,0.8,0.6,1.5,16.4,17.5,0.591,44.0,0
Dimitris Kovis,1.0,37.7,6.0,0.5,3.6,1.6,7.1,2.1,1.0,1.7,0.2,1.5,16.1,17.6,0.591,279.0,0
Greg Maynard,0.8181818181818182,36.0,5.9,1.0,2.8,1.1,3.1,3.7,1.2,1.1,0.4,1.3,15.7,16.6,0.682,222.0,0
Fred Eckert,0.9545454545454546,37.7,5.5,1.0,3.4,1.7,6.1,2.8,1.3,0.7,0.7,2.2,15.4,15.3,0.545,115.0,0
Martin Penkov,1.0,41.7,6.1,0.5,2.7,2.7,12.4,1.1,2.2,0.4,0.6,2.4,15.4,13.6,0.22699999999999998,-59.0,0
Floyd Box,0.9090909090909091,37.0,6.2,0.2,2.6,1.6,6.3,2.6,1.0,1.1,0.3,2.6,15.4,16.8,0.773,551.0,0
Martin Ramus,1.0,35.6,6.3,0.2,1.4,3.4,13.2,2.5,1.1,0.4,1.7,1.5,14.1,16.9,0.545,186.0,7
Batachikhan Qorin,0.9545454545454546,37.5,5.0,0.9,3.0,0.8,2.8,4.1,1.3,1.4,0.2,2.8,14.0,16.8,0.545,152.0,0
Aleksa PeroÅ¡eviÄ,1.0,38.6,5.5,0.7,2.3,0.8,4.3,5.0,1.4,1.4,0.1,1.2,14.0,16.4,0.773,351.0,0
Fedor Turbin,0.6818181818181818,33.7,5.1,0.1,3.6,4.5,15.5,0.9,1.8,0.4,1.4,3.5,13.9,17.9,0.545,152.0,0
Celino Santigosa,0.7727272727272727,37.4,5.2,0.7,2.8,1.2,3.8,2.3,1.5,0.7,0.1,1.5,13.8,12.2,0.045,-1201.0,0
Barry Askew,0.8181818181818182,30.2,5.3,0.7,2.3,1.6,4.3,2.4,1.0,0.8,0.9,1.7,13.7,16.6,0.682,222.0,0
VÃ­ctor FariÃ±as,0.9090909090909091,36.2,5.8,0.2,1.8,4.2,14.8,0.6,2.8,0.6,1.0,1.3,13.7,15,0.409,-113.0,0
John Ledbetter,0.8181818181818182,34.0,5.8,0.3,1.7,3.9,12.6,1.8,1.2,0.7,1.5,1.2,13.7,16.3,0.773,551.0,0
Qiao Yipeng,0.9545454545454546,39.8,4.9,0.7,3.0,0.9,3.0,4.3,1.2,1.0,0.1,1.1,13.5,16.2,0.591,279.0,0
Nathan Guy,1.0,40.1,5.8,0.2,1.8,2.9,12.7,2.6,2.3,0.7,0.4,2.4,13.5,15,0.545,186.0,0
JosuÃ© Mullen,0.8181818181818182,36.6,5.3,0.3,2.6,1.5,3.7,2.9,1.5,1.3,0.9,1.1,13.5,14.9,0.591,238.0,0
Gercho Ostrev,0.9545454545454546,35.0,5.3,1.5,1.2,0.6,2.7,4.1,1.0,1.0,0.3,1.0,13.4,15.8,0.545,115.0,0
Pedro Butler,0.8636363636363636,30.3,5.2,0.9,2.1,1.2,4.5,1.7,1.1,1.1,0.8,1.2,13.3,14.5,0.591,238.0,0
Luis GonzÃ¡lez AvilÃ©s,1.0,33.9,4.9,0.4,3.1,0.8,3.8,2.9,1.9,1.6,0.0,2.3,13.2,13.6,0.318,-55.0,0
Renatas Jarovas,0.9090909090909091,37.9,5.4,0.1,2.2,3.2,10.4,2.8,2.2,0.4,0.5,2.7,13.2,14.8,0.318,-55.0,0
Nikola PetroviÄ,0.9545454545454546,27.9,5.1,1.7,1.2,0.8,2.9,1.9,1.0,1.1,0.3,0.9,13.0,18,0.591,279.0,0
Lewis Sawyer,1.0,37.3,5.0,0.5,2.5,1.0,4.0,4.3,1.1,1.0,0.3,3.0,12.9,15,0.22699999999999998,-59.0,0
Kristo Golding,1.0,37.0,5.5,0.5,1.4,0.7,3.5,0.9,2.2,0.9,0.1,1.3,12.7,12.6,0.318,-55.0,0
Ty Maxwell,0.9090909090909091,37.9,11.6,3.1,3.5,1.6,5.2,3.5,1.4,1.2,0.3,1.8,29.9,19,0.636,346.0,147
Philip Mrosla,0.7272727272727273,36.4,11.4,2.7,3.7,0.9,5.6,3.0,0.6,1.6,0.4,1.9,29.2,20.3,0.727,130.0,61
Zhuge Chuxiong,1.0,36.5,10.2,1.2,2.5,2.3,10.4,3.0,1.0,0.9,0.4,4.0,24.0,18.1,0.591,434.0,164
JosuÃ© Mullen,0.6818181818181818,38.5,9.6,2.1,1.9,1.3,5.1,2.7,1.9,1.1,1.3,1.1,23.1,14,0.273,-405.0,0
Diego Botache,1.0,38.2,8.5,2.0,3.5,0.8,4.3,3.2,1.8,0.6,0.2,2.0,22.4,16.4,0.591,8.0,0
JoÃ£ozinho Cisco,1.0,35.9,8.7,1.6,2.3,1.4,4.6,1.3,1.9,1.0,0.2,2.9,21.3,14.6,0.409,152.0,0
Chan Maohai,1.0,35.0,8.7,1.6,2.3,1.3,4.9,3.4,1.5,1.1,0.0,1.8,21.3,15.7,0.591,8.0,1
Guo Xianmin,0.8181818181818182,40.3,8.4,1.8,2.6,0.9,3.3,3.1,1.4,1.3,0.1,0.8,21.2,16.4,0.045,-889.0,0
Dimos Ziakas,0.9090909090909091,38.7,8.4,1.4,3.0,2.2,8.1,3.8,1.5,1.2,0.6,1.8,21.2,15.8,0.5,196.0,0
Hugh Worthington,0.9545454545454546,37.0,8.1,1.3,2.6,1.2,6.1,2.5,1.5,1.0,0.5,2.5,20.0,15.5,0.545,263.0,0
Fred Eckert,0.6818181818181818,40.5,7.5,1.3,3.3,1.9,7.0,3.1,1.7,0.7,0.4,1.7,19.5,16.5,0.318,-193.0,0
Greg Maynard,0.8181818181818182,36.0,7.3,1.3,3.1,0.6,3.3,3.7,1.2,1.3,0.5,1.9,18.9,17.9,0.818,618.0,0
Nikola PetroviÄ,0.8636363636363636,37.7,7.0,2.3,2.6,0.9,4.3,3.3,1.9,0.5,0.2,1.7,18.8,18,0.682,366.0,0
Batachikhan Qorin,1.0,36.5,6.7,1.8,3.4,0.8,2.8,4.2,1.4,1.2,0.2,3.5,18.6,16.7,0.545,200.0,0
Tyree Graham,0.7272727272727273,37.1,7.4,0.2,3.0,3.3,12.2,5.5,0.6,2.1,0.7,3.7,18.1,18.4,0.727,130.0,9
Luis GonzÃ¡lez AvilÃ©s,1.0,35.2,7.1,0.8,2.9,1.1,5.1,2.6,1.5,1.2,0.2,2.8,17.8,15.5,0.591,434.0,0
Luigi Becattini,0.9090909090909091,30.9,6.4,1.9,3.0,1.2,3.4,2.2,1.0,1.2,0.2,3.6,17.8,16.8,0.409,152.0,0
Peter Vaughan,0.9090909090909091,37.0,6.6,1.5,3.0,1.6,4.6,3.8,1.4,1.1,0.6,2.8,17.8,15,0.545,263.0,0
Aristodemo Samuel,1.0,35.1,6.9,1.3,2.3,1.3,5.2,2.5,1.9,1.0,0.5,1.3,17.4,15.4,0.818,551.0,0
Miguel Vilela,1.0,33.9,6.4,1.8,2.4,1.4,6.3,3.0,1.5,1.4,0.7,2.2,17.0,16.5,0.636,346.0,1
Qiao Yipeng,0.8636363636363636,39.8,5.8,1.5,3.6,0.3,2.5,4.2,1.2,1.1,0.3,2.1,16.8,16.8,0.682,366.0,0
RÃ©gis Lesage,1.0,32.9,6.5,0.6,3.0,1.6,5.5,2.3,1.1,1.1,0.4,1.9,16.6,15.4,0.818,551.0,0
Greg Lackey,0.8181818181818182,32.5,7.0,0.3,2.2,2.3,10.8,3.1,1.4,1.4,0.8,3.1,16.4,18.5,0.818,618.0,19
Chung Nam Hoang,0.7272727272727273,41.2,7.0,0.3,2.0,3.8,16.8,2.1,1.8,0.8,0.8,1.8,16.3,17.1,0.273,-405.0,0
Jeremiah Mueller,0.9090909090909091,38.1,6.2,0.6,3.2,1.1,3.0,3.3,0.6,1.7,0.3,1.8,16.3,15.6,0.5,196.0,0
Tanner Knott,1.0,34.7,6.3,0.9,2.4,1.6,7.5,4.0,1.1,1.4,1.2,3.6,15.8,16.7,0.818,551.0,73
Leroy Blum,0.7272727272727273,34.2,5.6,1.4,3.2,0.9,3.4,2.7,1.4,1.1,0.2,1.8,15.8,15.2,0.5,-169.0,0
Nick Rasmussen,0.8181818181818182,33.7,5.9,1.1,2.7,1.6,6.3,3.5,1.4,1.1,0.8,2.7,15.6,17.7,0.818,618.0,0
Cheng Naiqun,0.8636363636363636,31.7,6.3,1.7,1.3,0.4,2.1,2.3,0.9,1.7,0.4,2.1,15.5,16.1,0.545,263.0,0
Floyd Box,0.7272727272727273,37.2,6.4,0.8,1.8,1.4,6.2,2.8,1.6,1.3,0.2,2.6,15.4,16.4,0.727,130.0,0
Ma Thien Duc,1.0,40.9,6.1,1.3,2.0,0.6,3.1,3.7,1.6,1.2,0.2,1.1,15.4,15,0.591,8.0,0
Denis Borisenko,1.0,37.0,6.8,0.2,1.6,4.1,14.8,1.4,1.8,0.6,0.3,1.4,15.4,17.3,0.545,200.0,0
Renatas Jarovas,0.9090909090909091,39.2,6.5,0.2,2.0,3.2,12.7,2.4,1.4,0.8,1.2,2.9,15.2,16.6,0.591,434.0,0
Theron Bragg,0.8636363636363636,36.1,5.4,1.2,2.7,1.0,3.9,3.7,1.2,1.1,0.3,2.6,14.8,16.3,0.5,196.0,0
Kristo Golding,1.0,37.0,6.0,0.5,1.9,0.8,4.1,1.9,1.2,1.2,0.4,1.0,14.4,15,0.591,434.0,0
Jim Winters,0.9545454545454546,27.8,5.0,1.9,1.9,0.7,3.0,3.7,1.3,0.9,0.3,1.3,13.8,15.9,0.545,263.0,0
Fulgis Neimanis,1.0,35.5,5.6,0.9,1.6,0.3,1.5,4.0,1.2,0.7,0.5,0.9,13.7,15.5,0.636,346.0,0
Rihard LjubijankiÄ,0.9545454545454546,34.6,6.0,0.3,1.4,3.0,12.0,2.4,1.4,0.6,2.5,1.0,13.6,17,0.818,551.0,37
Erich Crawford,0.8181818181818182,23.1,5.4,0.7,2.0,1.7,5.8,1.4,1.3,0.6,0.1,1.8,13.4,14.9,0.5,-169.0,0
Oltan Aksak,0.7272727272727273,30.5,5.0,1.6,1.9,0.9,4.4,3.7,0.9,1.2,0.4,2.8,13.4,18,0.727,130.0,0
Artaxerxis Tzougkarakis,0.9545454545454546,32.2,5.4,0.3,2.1,2.5,10.9,1.1,1.2,0.6,0.5,1.4,13.2,17.7,0.682,366.0,0
David Mallory,1.0,33.2,5.4,0.7,1.5,1.9,6.6,3.2,1.3,1.2,0.2,1.6,13.0,13.9,0.545,200.0,0
Franklin Jones,1.0,35.7,4.7,0.5,2.1,1.0,5.1,4.5,1.5,1.1,0.5,3.5,12.0,14.4,0.591,434.0,0
Paulius Å iurys,0.7272727272727273,34.9,5.3,0.4,0.9,3.6,13.2,2.8,1.4,0.5,2.9,2.2,11.9,16,0.818,551.0,0
Ivan Mrden,1.0,31.4,4.5,0.6,2.3,0.8,3.6,2.2,1.3,0.6,0.4,2.5,11.9,14.5,0.818,551.0,0
Maks PeÄnik,0.8636363636363636,31.8,5.1,0.1,1.7,2.5,11.2,2.4,1.7,0.5,1.0,1.7,11.8,17.7,0.682,366.0,0
Andrew Calvert,0.9545454545454546,27.1,4.2,0.7,2.5,1.0,3.5,2.1,0.7,0.5,0.1,2.1,11.7,16.3,0.818,618.0,0
Brent Broussard,1.0,44.5,4.2,1.4,1.8,1.3,4.1,1.5,2.7,1.0,0.4,2.3,11.6,7,0.0,-1608.0,0
Massimo Ciavatta,1.0,30.1,4.6,0.5,1.8,2.6,9.0,1.9,1.5,0.5,0.8,3.8,11.6,17.1,0.409,152.0,0
Jim Rivers,0.8636363636363636,28.8,4.3,0.8,2.1,0.9,3.8,2.2,0.8,0.9,0.3,0.4,11.5,15.9,0.818,618.0,0
